u_id,q_id,student_key_stage,question_difficulty,subject,topic,question,correct_answer,student_answer,rater_1,rater_2,rater_3,human_agree,ground_truth,fewshot-gpt-3.5-turbo-0125,fewshot-gpt-4-0125-preview,zeroshot-gpt-3.5-turbo-0125,zeroshot-gpt-4-0125-preview,agree_fewshot-gpt-4-0125-preview
15,HiKS3E15,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,couldnt provide a male heir to the throne,right,right,right,1,1,0,1,1,1,0
16,HiKS3E16,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,he wanted a boy but Catherine was too old to have any more,right,right,right,1,1,0,1,1,1,0
17,HiKS3E17,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Too old to provide a male heir,right,right,right,1,1,0,1,0,1,0
18,HiKS3E18,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she was unlikely to provide Henry with a child but he wanted a son and heir,right,right,right,1,1,0,1,1,1,0
19,HiKS3E19,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she cud not get more baby so there was no male heir,right,right,right,1,1,0,1,0,1,0
20,HiKS3E20,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was too old and unlikely to have any children,right,wrong,wrong,0,0,0,1,0,1,0
21,HiKS3E21,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to provide a male heir,right,right,right,1,1,0,1,0,1,0
22,HiKS3E22,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn't produce a male heir,right,right,right,1,1,1,1,1,1,1
23,HiKS3E23,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she couldn't give him a son,right,right,right,1,1,0,1,1,1,0
24,HiKS3E24,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didn't give him any sons,right,right,right,1,1,0,1,0,1,0
25,HiKS3E25,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she wasnt able to have a male heir,right,right,right,1,1,0,1,0,1,0
26,HiKS3E26,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she wasnt able to give him a male heir,right,right,right,1,1,1,1,1,1,1
27,HiKS3E27,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,"He wanted a male heir, which didn't give.",right,right,right,1,1,1,0,1,1,0
28,HiKS3E28,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was old and couldn't provide him with a son,right,right,right,1,1,0,1,0,1,0
29,HiKS3E29,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because it was unlikely that she would have a son,right,right,right,1,1,0,1,0,1,0
30,HiKS3E30,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was to old to provide a son,right,right,right,1,1,0,1,0,1,0
31,HiKS3E31,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because he wanted a male heir,right,right,right,1,1,1,1,1,1,1
32,HiKS3E32,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to have any more children and Henry wanted a son and heir.,right,right,right,1,1,1,1,1,1,1
33,HiKS3E33,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to have a male heir,right,right,right,1,1,0,1,1,1,0
34,HiKS3E34,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didn't provide him with a male heir,right,right,right,1,1,1,1,1,1,1
35,HiKS3E35,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didn't provide a male heir,right,right,right,1,1,1,1,1,1,1
36,HiKS3E36,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,because she was too old and was unlikely to have anymore children and Henry VIIII wanted a son,right,right,right,1,1,0,1,0,1,0
37,HiKS3E37,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she weren't going to have any more children and didn't provide a son for henry,right,right,right,1,1,0,1,0,1,0
38,HiKS3E38,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didnt give him a son,right,right,right,1,1,0,1,0,1,0
39,HiKS3E39,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She gave him no male heir and its was unlikely she would get pregnant again.,right,right,right,1,1,1,1,0,1,1
40,HiKS3E40,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Couldn't deliver a son,wrong,right,right,0,1,0,1,0,1,0
41,HiKS3E41,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,"He never got a male heir
",right,right,right,1,1,0,1,0,1,0
42,HiKS3E42,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she was getting too old to provide henry with a son.,right,right,right,1,1,0,1,0,1,0
43,HiKS3E43,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Not giving a male heir,right,right,right,1,1,1,1,1,1,1
44,HiKS3E44,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,it was unlikely she would provide a child.,right,wrong,wrong,0,0,0,0,0,1,1
45,HiKS3E45,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she didn't have a mail heur,wrong,wrong,wrong,1,0,0,0,0,0,1
46,HiKS3E46,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to have a male heir.,right,right,right,1,1,0,1,0,1,0
47,HiKS3E47,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Failed to give him a male heir.,right,right,right,1,1,0,1,0,1,0
48,HiKS3E48,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She did not give him a male heir,right,right,right,1,1,1,1,1,1,1
49,HiKS3E49,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she was getting old and couldn't provide him a male heir,right,right,right,1,1,0,1,0,1,0
50,HiKS3E50,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,So he could get a male heir and marry Anne boleyn,right,right,right,1,1,1,1,1,1,1
51,HiKS3E51,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,no male heir and wanted to be supreme head,right,right,right,1,1,0,0,0,0,1
52,HiKS3E52,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,no male heir,right,right,right,1,1,0,1,0,1,0
53,HiKS3E53,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she couldnt have any more children,wrong,wrong,wrong,1,0,0,1,0,1,0
54,HiKS3E54,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to have any more kids and she didn't have a son,right,right,right,1,1,0,1,0,1,0
55,HiKS3E55,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was getting old meaning she was unlikely to have a child,right,right,right,1,1,0,1,0,1,0
56,HiKS3E56,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unable to have children,wrong,wrong,wrong,1,0,0,0,0,0,1
57,HiKS3E57,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,to get kids,wrong,wrong,wrong,1,0,0,0,0,0,1
58,HiKS3E58,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didn't give him a male heir,right,right,right,1,1,1,1,1,1,1
59,HiKS3E59,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because he fell in love with another woman and Catherine was infertile,right,wrong,wrong,0,0,0,0,0,0,1
60,HiKS3E60,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,He didn't give him a male heir,right,right,right,1,1,0,1,0,1,0
61,HiKS3E61,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,"She was to old to provide Henry with another child
",right,wrong,wrong,0,0,0,1,0,1,0
62,HiKS3E62,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was old and unlikely to have anymore children and Henry wanted a male heir,right,right,right,1,1,0,1,0,1,0
63,HiKS3E63,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she was too old to provide a male heir and he wanted to marry Anne Boleyn,right,right,right,1,1,1,1,1,1,1
64,HiKS3E64,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn't provide a male heir,right,right,right,1,1,0,1,1,1,0
65,HiKS3E65,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she cant have children,wrong,wrong,wrong,1,0,0,0,0,1,1
66,HiKS3E66,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,because she failed to have an heir to the throne,right,right,right,1,1,0,1,0,1,0
67,HiKS3E67,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was getting old and was most likely to not give Henry more children because Henry wanted a boy to be heir to his throne,right,right,right,1,1,1,1,1,1,1
68,HiKS3E68,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she didnt give him a son,right,right,right,1,1,0,1,0,1,0
69,HiKS3E69,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,"failed to have a son
",right,right,right,1,1,0,1,0,1,0
70,HiKS3E70,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she wasn't able to provide a male heir,right,right,right,1,1,1,1,1,1,1
71,HiKS3E71,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was too old to provide him with a son,right,right,right,1,1,0,1,0,1,0
72,HiKS3E72,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,As he did not like her appearance and sent her away to kent.,wrong,wrong,wrong,1,0,0,0,0,0,1
73,HiKS3E73,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unable to provide a male heir,right,right,right,1,1,0,1,0,1,0
74,HiKS3E74,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was getting old and had not given him a male heir,right,right,right,1,1,0,1,1,1,0
75,HiKS3E75,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she couldn't have any more children,wrong,wrong,wrong,1,0,0,1,0,1,0
76,HiKS3E76,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She had no more kids,wrong,wrong,wrong,1,0,0,0,0,0,1
77,HiKS3E77,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she did not provide a male heir,right,right,right,1,1,1,1,1,1,1
79,HiKS3E79,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didn't give him a son,right,right,right,1,1,0,1,0,1,0
80,HiKS3E80,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Catherine was getting old and she didn't have a male son,right,right,right,1,1,0,1,0,1,0
81,HiKS3E81,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Failed to provide baby boy,right,wrong,right,0,1,0,0,0,1,1
82,HiKS3E82,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,"Henry was worried that there would be no heir to the throne,he wanted a son but cathorine didnt give him one",right,right,right,1,1,1,1,0,1,1
83,HiKS3E83,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,because she never gave him a son,right,wrong,right,0,1,0,1,0,0,0
84,HiKS3E84,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,To marry Anne Boleyn and get an a son to carry on the Tudor dynasty,right,right,right,1,1,1,0,1,1,0
85,HiKS3E85,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she was unlikely to have any more children and henry wanted an heir,right,right,right,1,1,1,1,1,1,1
86,HiKS3E86,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,SHE COULDNT PROVIDE AMAKE HEIR TO THE THRONE,wrong,right,right,0,1,0,1,0,1,0
87,HiKS3E87,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was too old to provide a male heir.,right,right,right,1,1,0,1,0,1,0
88,HiKS3E88,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,He wanted a male heir,right,right,right,1,1,1,1,1,1,1
89,HiKS3E89,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she didn't give him a boy,right,wrong,right,0,1,0,1,0,1,0
90,HiKS3E90,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was too old to provide another child and couldn't provide a male heir,right,right,right,1,1,0,1,1,1,0
91,HiKS3E91,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She wasn't providing Henry with a male heir.,right,right,right,1,1,1,1,1,1,1
92,HiKS3E92,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she was getting old and not provided him with a male huer,wrong,right,right,0,1,0,1,0,1,0
93,HiKS3E93,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because he wanted a male heir and she was unlikely to be able to have any more children.,right,right,right,1,1,1,1,1,1,1
94,HiKS3E94,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Catherine was getting old and didn't provide Henry with a son.,right,right,right,1,1,0,1,0,1,0
95,HiKS3E95,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn't give him a male heir to the throne,right,right,right,1,1,1,1,1,1,1
96,HiKS3E96,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because she couldn't provide a male hair to the throne,right,right,right,1,1,0,1,0,1,0
97,HiKS3E97,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was probably not able to have another child and Henry wanted a a son heir,right,right,right,1,1,0,1,0,1,0
98,HiKS3E98,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She failed to provide a son and was to old to have any more children.,right,right,right,1,1,0,1,0,1,0
99,HiKS3E99,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Wasnt providing with a male,wrong,wrong,wrong,1,0,0,0,0,1,1
100,HiKS3E100,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because it was unlikely she would be able to give birth to anymore children and he wanted a son but she had only given him a daughter,right,right,right,1,1,1,1,1,1,1
101,HiKS3E101,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,"didnt provide male heir to frone
",right,right,right,1,1,0,0,0,1,1
102,HiKS3E102,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didn't give him an heir,wrong,right,right,0,1,1,1,0,1,1
103,HiKS3E103,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she was to old and did not provide a son,right,right,right,1,1,0,1,0,1,0
104,HiKS3E104,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,No male heir,right,right,right,1,1,0,1,0,1,0
105,HiKS3E105,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Henry wanted a son heir too the throne and she was less likely too have another child,right,right,right,1,1,0,1,0,1,0
106,HiKS3E106,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn't provide Henry with a son.,right,right,right,1,1,0,1,1,1,0
107,HiKS3E107,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,So he could marry Anne boylen,wrong,wrong,wrong,1,0,0,0,0,0,1
108,HiKS3E108,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Bc she didn't have a male heir,right,right,right,1,1,0,1,0,1,0
109,HiKS3E109,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was less likely to have more kids,wrong,wrong,wrong,1,0,0,0,0,1,1
110,HiKS3E110,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,because she couldn't have a kid,wrong,wrong,wrong,1,0,0,0,0,0,1
111,HiKS3E111,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she couldn't provide him with a son.,right,right,right,1,1,1,1,0,1,1
112,HiKS3E112,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to have a male heir,right,right,right,1,1,0,1,0,1,0
113,HiKS3E113,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She didn't give him a son and wasn't able to give birth anymore,right,right,right,1,1,0,1,1,1,0
114,HiKS3E114,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,As she kept having miscarriges and all henry wanted was a baby boy. but he said it was beacause she was previously married to his brother.,right,right,right,1,1,0,1,0,1,0
115,HiKS3E115,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,he wanted a male heir but she was to old to have kids,right,right,right,1,1,0,1,0,1,0
116,HiKS3E116,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,He wanted a male heir and she was to old to have kids,right,right,right,1,1,0,1,0,1,0
117,HiKS3E117,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Because She didn't give him a boy,right,right,right,1,1,0,1,0,1,0
118,HiKS3E118,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn't provide a male heir and he loved Anne boleyne,right,right,right,1,1,0,1,0,1,0
119,HiKS3E119,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,she was getting old and couldn't have any more kids,wrong,wrong,wrong,1,0,0,1,0,1,0
120,HiKS3E120,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Couldn't produce male air,right,right,right,1,1,0,1,0,1,0
121,HiKS3E121,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Henry wanted a divorce from Catherine of Aragon by 1525 because she was too old to provide him with a male heir.,right,right,right,1,1,0,1,0,1,0
122,HiKS3E122,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,Unlikely to provide him with a child,wrong,wrong,wrong,1,0,0,0,0,1,1
123,HiKS3E123,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,because she use to old to have a male her to the thone,right,right,right,1,1,0,1,0,1,0
124,HiKS3E124,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She was unlikely to provide a male heir,right,right,right,1,1,0,1,1,1,0
125,HiKS3E125,KS3,easy,history,1.3 Henry's 'great Matter',Why did Henry VIII want a divorce from Catherine of Aragon by 1525?,She was unlikely to have any more children and Henry wanted a son and heir,She couldn't provide him with a son,right,right,right,1,1,0,1,1,1,0
